name,node_id,osm_node_id,ctrl_type,x_coord,y_coord,is_boundary,activity_type,poi_id,zone_id,notes
,993,2671959131,,-111.9279521,33.4203366,,,,,
,994,2671959119,,-111.9280254,33.4203682,,,,,
,995,2671959115,,-111.9286370,33.4203643,,,,,
,996,2671959153,,-111.9287661,33.4203577,,,,,
,997,5280009861,,-111.9288246,33.4203392,,,,,
,998,2671959118,,-111.9289515,33.4212016,,,,,
,999,3101278941,,-111.9288107,33.4211923,,,,,
,1000,2671959141,,-111.9271098,33.4206244,,,,,
,1001,2671959150,,-111.9268118,33.4203601,,,,,
,1002,3101278935,,-111.9274729,33.4209795,,,,,
,1003,3101278942,,-111.9265252,33.4202799,,,,,
,1004,2671959143,signal,-111.9262980,33.4202694,,,,,
,1005,2341521993,,-111.9289212,33.4201677,,,,,
,1006,5264800293,,-111.9290104,33.4201526,,,,,
,1007,2341521996,,-111.9289440,33.4203395,,,,,
,1008,2671959139,,-111.9290314,33.4203336,,,,,
,1009,5414658103,,-111.9266836,33.4202252,,,,,
,1010,5280009850,,-111.9265190,33.4202261,,,,,
,1011,10292315860,,-111.9268391,33.4202861,,,,,
,1012,2671984550,,-111.9268720,33.4203091,,,,,
,1013,5665983988,,-111.9247933,33.4168576,,,,,
,1014,10292307798,,-111.9248366,33.4174950,,,,,
,1015,2976266966,,-111.9247347,33.4177853,,,,,
,1016,5665983989,,-111.9249000,33.4169533,,,,,
,1017,2978047863,,-111.9255993,33.4214284,,,,,
,1018,8444439599,,-111.9253666,33.4218895,,,,,
,1019,10274641531,,-111.9256128,33.4219213,,,,,
,1020,2978047869,,-111.9254773,33.4211149,,,,,
,1021,2978047870,,-111.9252412,33.4210500,,,,,
,1022,2978047871,,-111.9250908,33.4212131,,,,,
,1023,2978047873,,-111.9248846,33.4218241,,,,,
,1024,2978047874,,-111.9256556,33.4211533,,,,,
,1025,9403331135,,-111.9241821,33.4204798,,,,,
,1026,10307913583,,-111.9250609,33.4192519,,,,,
,1027,2978063341,,-111.9250996,33.4192230,,,,,
,1028,11624005176,,-111.9235153,33.4178736,,,,,
,1029,2978084465,,-111.9235309,33.4178266,,,,,
,1030,2978084454,,-111.9238050,33.4180710,,,,,
,1031,11624005175,,-111.9237815,33.4181069,,,,,
,1032,2978084460,,-111.9219917,33.4194101,,,,,
,1033,11632471059,,-111.9212953,33.4188752,,,,,
,1034,317654987,,-111.9212894,33.4188214,,,,,
,1035,41520525,,-111.9442479,33.4203483,,,,,
,1036,8551041400,,-111.9442430,33.4174879,,,,,
,1037,8551041396,,-111.9442430,33.4173753,,,,,
,1038,5698353545,,-111.9442454,33.4190374,,,,,
,1039,2300341743,,-111.9442480,33.4147162,,,,,
,1040,5707473163,,-111.9442407,33.4165478,,,,,
,1041,5707473160,,-111.9442417,33.4162236,,,,,
,1042,5698353544,,-111.9442451,33.4187505,,,,,
,1043,41520512,,-111.9442882,33.4254677,,,,,
,1044,11345394486,,-111.9442800,33.4220084,,,,,
,1045,8752114639,,-111.9442392,33.4157749,,,,,
,1046,41520539,,-111.9442403,33.4160678,,,,,
,1047,11345033429,,-111.9442430,33.4177282,,,,,
,1048,8551041399,,-111.9442425,33.4171126,,,,,
,1049,41520521,signal,-111.9442660,33.4218936,,,,,
,1050,11345394484,,-111.9442490,33.4217756,,,,,
,1051,7113741168,,-111.9442462,33.4217045,,,,,
,1052,418968768,,-111.9442507,33.4213791,,,,,
,1053,3248854377,,-111.9215720,33.4113440,,,,,
,1054,3248854378,,-111.9200320,33.4113543,,,,,
,1055,3458373541,,-111.9220711,33.4130955,,,,,
,1056,3458373542,,-111.9227232,33.4131008,,,,,
,1057,3101286346,,-111.9220086,33.4148354,,,,,
,1058,3458373555,,-111.9220635,33.4147107,,,,,
,1059,9423610483,,-111.9220722,33.4130107,,,,,
,1060,3458373543,,-111.9220670,33.4134375,,,,,
,1061,8444309273,,-111.9228179,33.4145611,,,,,
,1062,4716137944,,-111.9338244,33.4181047,,,,,
,1063,316872733,,-111.9337430,33.4173789,,,,,
,1064,3468587203,,-111.9357176,33.4144566,,,,,
,1065,8444309204,,-111.9361309,33.4144978,,,,,
,1066,3468587211,,-111.9357115,33.4143000,,,,,
,1067,3468587219,,-111.9357062,33.4141500,,,,,
,1068,3468587195,,-111.9365908,33.4144957,,,,,
,1069,3468587204,,-111.9367375,33.4144965,,,,,
,1070,3468587199,,-111.9368989,33.4144937,,,,,
,1071,3468587200,,-111.9361658,33.4144965,,,,,
,1072,6700916717,,-111.9372334,33.4145237,,,,,
,1073,3983483484,,-111.9391606,33.4145063,,,,,
,1074,316880683,,-111.9396335,33.4145559,,,,,
,1075,3468587212,,-111.9350708,33.4141524,,,,,
,1076,3468587218,,-111.9350737,33.4144636,,,,,
,1077,5414896281,,-111.9362899,33.4162359,,,,,
,1078,11690497901,,-111.9362412,33.4163462,,,,,
,1079,3468588332,,-111.9361740,33.4163358,,,,,
,1080,10270987809,,-111.9354476,33.4162672,,,,,
,1081,3468588329,,-111.9351709,33.4162702,,,,,
,1082,11690497902,,-111.9363740,33.4163518,,,,,
,1083,3468588330,,-111.9359233,33.4162740,,,,,
,1084,3468590606,,-111.9359259,33.4170422,,,,,
,1085,3468590288,,-111.9359150,33.4166610,,,,,
,1086,3468590608,,-111.9359153,33.4163809,,,,,
,1087,3468590603,,-111.9356957,33.4171113,,,,,
,1088,3468590601,,-111.9356950,33.4170415,,,,,
,1089,10270682158,,-111.9355286,33.4167040,,,,,
,1090,3468590289,,-111.9350915,33.4170392,,,,,
,1091,10281243911,,-111.9348705,33.4170647,,,,,
,1092,3468590292,,-111.9350697,33.4169656,,,,,
,1093,3468590597,,-111.9355308,33.4166672,,,,,
,1094,3468590598,,-111.9361211,33.4164267,,,,,
,1095,10281346313,,-111.9361110,33.4165652,,,,,
,1096,3580722893,,-111.9429229,33.4196094,,,,,
,1097,11345033448,,-111.9424691,33.4196104,,,,,
,1098,10268427564,,-111.9365252,33.4191010,,,,,
,1099,5333560382,,-111.9378079,33.4190834,,,,,
,1100,5333540368,,-111.9380546,33.4190788,,,,,
,1101,3458373554,,-111.9220713,33.4144751,,,,,
,1102,5665542313,,-111.9215207,33.4144771,,,,,
,1103,3703511853,,-111.9226408,33.4206959,,,,,
,1104,3703511848,,-111.9218320,33.4205345,,,,,
,1105,8444439594,,-111.9218838,33.4217975,,,,,
,1106,8444439538,,-111.9226450,33.4217381,,,,,
,1107,5652965696,,-111.9232200,33.4208060,,,,,
,1108,8444439537,,-111.9232167,33.4218150,,,,,
,1109,3712411820,,-111.9265562,33.4101201,,,,,
,1110,3712411819,,-111.9296867,33.4101052,,,,,
,1111,3712411816,,-111.9296818,33.4078492,,,,,
,1112,3895972906,,-111.9339378,33.4209099,,,,,
,1113,4347879979,,-111.9262990,33.4195429,,,,,
,1114,330691322,signal,-111.9263055,33.4199832,,,,,
,1115,3983456181,,-111.9262896,33.4108454,,,,,
,1116,10307649762,,-111.9264303,33.4108445,,,,,
,1117,10307649777,,-111.9304146,33.4108294,,,,,
,1118,3983463705,,-111.9349415,33.4096580,,,,,
,1119,11398991936,,-111.9349890,33.4097331,,,,,
,1120,3983456208,,-111.9350228,33.4107541,,,,,
,1121,3983463698,,-111.9349150,33.4093789,,,,,
,1122,5341183677,,-111.9349226,33.4103317,,,,,
,1123,3983456209,,-111.9354981,33.4095498,,,,,
,1124,3983463725,,-111.9386319,33.4090710,,,,,
,1125,3983463721,,-111.9359689,33.4090210,,,,,
,1126,3983483499,,-111.9391725,33.4147607,,,,,
,1127,3983489070,,-111.9399036,33.4106076,,,,,
,1128,3983483049,,-111.9398969,33.4089933,,,,,
,1129,8813118513,,-111.9399183,33.4152719,,,,,
,1130,316870186,signal,-111.9395959,33.4159561,,,,,
,1131,3983483489,,-111.9398073,33.4114264,,,,,
,1132,3983483490,,-111.9398827,33.4125946,,,,,
,1133,11378735290,,-111.9365724,33.4120009,,,,,
,1134,3983483050,,-111.9365803,33.4129111,,,,,
,1135,3983483492,,-111.9397885,33.4106036,,,,,
,1136,3983483037,,-111.9399239,33.4114320,,,,,
,1137,11378730757,,-111.9349948,33.4110667,,,,,
,1138,3983483052,,-111.9349285,33.4110672,,,,,
,1139,3983489075,,-111.9396664,33.4111275,,,,,
,1140,11378685075,,-111.9397308,33.4118580,,,,,
,1141,3983483042,,-111.9397375,33.4128425,,,,,
,1142,11378735273,,-111.9348668,33.4130219,,,,,
,1143,41885773,,-111.9349354,33.4130207,,,,,
,1144,11399145280,,-111.9307201,33.4130785,,,,,
,1145,13653164274,,-111.9326725,33.4130521,,,,,
,1146,11378735276,,-111.9350038,33.4130194,,,,,
,1147,3983489062,,-111.9395484,33.4129164,,,,,
,1148,11378735278,,-111.9350031,33.4129433,,,,,
,1149,3983483036,,-111.9349327,33.4129448,,,,,
,1150,11378735271,,-111.9348630,33.4129461,,,,,
,1151,7973670570,,-111.9341894,33.4129584,,,,,
,1152,13653164273,,-111.9326698,33.4129803,,,,,
,1153,11399145279,,-111.9307188,33.4130088,,,,,
,1154,7199895037,,-111.9356940,33.4129292,,,,,
,1155,7976102034,,-111.9391506,33.4128817,,,,,
,1156,11378669363,,-111.9380137,33.4128938,,,,,
,1157,3983483055,,-111.9379608,33.4128944,,,,,
,1158,11378685083,,-111.9378952,33.4128952,,,,,
,1159,11378669362,,-111.9396359,33.4129146,,,,,
,1160,11378685084,,-111.9379619,33.4119871,,,,,
,1161,3983483486,,-111.9397789,33.4086629,,,,,
,1162,2625358994,signal,-111.9394920,33.4160741,,,,,
,1163,2625358998,,-111.9398348,33.4170325,,,,,
,1164,4176964899,,-111.9494564,33.4105757,,,,,
,1165,11393157897,,-111.9526382,33.4097006,,,,,
,1166,401886506,,-111.9526383,33.4096553,,,,,
,1167,11369682225,,-111.9539203,33.4110220,,,,,
,1168,41679530,,-111.9579350,33.4110437,,,,,
,1169,5698353548,,-111.9451212,33.4182434,,,,,
,1170,11343876718,,-111.9448140,33.4178327,,,,,
,1171,11343876728,,-111.9458173,33.4182435,,,,,
,1172,11343876715,,-111.9457092,33.4182435,,,,,
,1173,11347309398,,-111.9448130,33.4161138,,,,,
,1174,4181518760,,-111.9448136,33.4160691,,,,,
,1175,11347309404,,-111.9448130,33.4167780,,,,,
,1176,11347309407,,-111.9448131,33.4168684,,,,,
,1177,11343881677,,-111.9448140,33.4177384,,,,,
,1178,11352299751,,-111.9486316,33.4182524,,,,,
,1179,11352299745,,-111.9499664,33.4182579,,,,,
,1180,11360354173,,-111.9527352,33.4182357,,,,,
,1181,11360700042,,-111.9527398,33.4169079,,,,,
,1182,11360325454,,-111.9522704,33.4186379,,,,,
,1183,11369790004,,-111.9564208,33.4186535,,,,,
,1184,4181519113,,-111.9564950,33.4186538,,,,,
,1185,4181519111,,-111.9521995,33.4186376,,,,,
,1186,11369811309,,-111.9564338,33.4165309,,,,,
,1187,4181518768,,-111.9564996,33.4165309,,,,,
,1188,11360700057,,-111.9522655,33.4165096,,,,,
,1189,4181518765,,-111.9521924,33.4165091,,,,,
,1190,10274681274,,-111.9350542,33.4147522,,,,,
,1191,4346575412,,-111.9361331,33.4147441,,,,,
,1192,330683945,signal,-111.9349590,33.4147529,,,,,
,1193,330683944,signal,-111.9328050,33.4147645,,,,,
,1194,4346575413,,-111.9342173,33.4147571,,,,,
,1195,5414895811,,-111.9349554,33.4160606,,,,,
,1196,5414896248,,-111.9349579,33.4156778,,,,,
,1197,5200239623,,-111.9349567,33.4155062,,,,,
,1198,4346569400,,-111.9398834,33.4126638,,,,,
,1199,8813118514,,-111.9399169,33.4151943,,,,,
,1200,5770246246,,-111.9398829,33.4130694,,,,,
,1201,10274681266,,-111.9364809,33.4147405,,,,,
,1202,4346575408,,-111.9370216,33.4146084,,,,,
,1203,41624261,signal,-111.9366036,33.4145994,,,,,
,1204,4346575410,,-111.9314430,33.4146608,,,,,
,1205,8019704856,,-111.9307984,33.4146636,,,,,
,1206,10288474527,,-111.9305118,33.4147880,,,,,
,1207,330683942,signal,-111.9306617,33.4147862,,,,,
,1208,4346575415,,-111.9300149,33.4147941,,,,,
,1209,4346575409,,-111.9335205,33.4146455,,,,,
,1210,6700916708,,-111.9329616,33.4146434,,,,,
,1211,330683965,signal,-111.9327940,33.4146458,,,,,
,1212,10288474528,,-111.9307998,33.4147857,,,,,
,1213,4346575414,,-111.9322177,33.4147716,,,,,
,1214,10274681275,,-111.9348498,33.4147534,,,,,
,1215,2819203903,,-111.9327145,33.4147655,,,,,
,1216,2300341741,,-111.9264832,33.4146930,,,,,
,1217,4346575411,,-111.9267480,33.4146920,,,,,
,1218,2300341763,,-111.9261070,33.4148301,,,,,
,1219,330683940,signal,-111.9262852,33.4148286,,,,,
,1220,4346575416,,-111.9258589,33.4148320,,,,,
,1221,2819203902,,-111.9327144,33.4146467,,,,,
,1222,10274681265,,-111.9364857,33.4146000,,,,,
,1223,8444309203,,-111.9361365,33.4146038,,,,,
,1224,10274681271,,-111.9350489,33.4146138,,,,,
,1225,330683964,signal,-111.9349550,33.4146147,,,,,
,1226,5650675848,,-111.9285601,33.4146783,,,,,
,1227,5146893078,,-111.9273720,33.4146858,,,,,
,1228,10290628421,,-111.9291450,33.4146674,,,,,
,1229,2300341762,,-111.9264822,33.4148249,,,,,
,1230,330683941,,-111.9273946,33.4148143,,,,,
,1231,4346575417,,-111.9400226,33.4174248,,,,,
,1232,41624255,,-111.9399489,33.4167178,,,,,
,1233,4346577513,,-111.9398502,33.4186881,,,,,
,1234,4346577514,,-111.9398505,33.4187373,,,,,
,1235,4346577517,,-111.9398611,33.4195538,,,,,
,1236,4346577518,,-111.9398626,33.4197761,,,,,
,1237,4346577523,,-111.9398990,33.4215064,,,,,
,1238,2941419915,,-111.9399182,33.4217910,,,,,
,1239,4346577519,,-111.9398662,33.4200134,,,,,
,1240,4346577515,,-111.9398606,33.4193366,,,,,
,1241,4346577521,,-111.9398851,33.4211703,,,,,
,1242,4346577522,,-111.9398957,33.4212893,,,,,
,1243,4346577520,,-111.9398700,33.4202363,,,,,
,1244,10928659586,,-111.9398832,33.4209802,,,,,
,1245,2941419914,,-111.9398795,33.4205853,,,,,
,1246,2941419909,,-111.9398514,33.4189884,,,,,
,1247,2941419910,,-111.9398566,33.4191657,,,,,
,1248,2941419911,,-111.9398742,33.4204041,,,,,
,1249,4346577516,,-111.9400398,33.4194368,,,,,
,1250,9403670123,,-111.9400382,33.4191300,,,,,
,1251,8340550865,,-111.9398496,33.4177137,,,,,
,1252,5260253718,,-111.9398450,33.4184462,,,,,
,1253,2625359004,,-111.9398480,33.4176213,,,,,
,1254,6700916737,,-111.9400316,33.4183497,,,,,
,1255,6700916738,,-111.9400284,33.4179958,,,,,
,1256,2239876794,,-111.9400376,33.4189889,,,,,
,1257,6700916743,,-111.9400338,33.4185957,,,,,
,1258,8340550868,,-111.9400255,33.4177134,,,,,
,1259,4346581618,,-111.9400741,33.4225274,,,,,
,1260,2239876863,,-111.9400773,33.4220661,,,,,
,1261,2860653268,,-111.9398577,33.4219804,,,,,
,1262,4346605157,,-111.9390184,33.4219833,,,,,
,1263,5162648964,,-111.9465486,33.4218985,,,,,
,1264,7976977063,,-111.9463279,33.4218552,,,,,
,1265,8417475895,,-111.9462205,33.4218552,,,,,
,1266,4346605144,,-111.9446584,33.4218949,,,,,
,1267,8444584098,,-111.9449710,33.4219394,,,,,
,1268,8444584097,,-111.9451058,33.4218963,,,,,
,1269,4346605146,,-111.9453183,33.4218970,,,,,
,1270,6886353628,,-111.9456759,33.4218982,,,,,
,1271,11345394485,,-111.9441880,33.4218941,,,,,
,1272,4346605143,,-111.9439222,33.4218959,,,,,
,1273,11345394487,,-111.9443550,33.4218939,,,,,
,1274,6149033282,,-111.9473580,33.4219009,,,,,
,1275,4346605145,,-111.9477302,33.4219025,,,,,
,1276,6149033283,,-111.9472120,33.4218998,,,,,
,1277,6886353648,,-111.9469110,33.4218989,,,,,
,1278,4346605142,,-111.9468317,33.4218987,,,,,
,1279,3703650943,,-111.9496406,33.4219072,,,,,
,1280,8411730335,,-111.9495151,33.4219063,,,,,
,1281,4346605147,,-111.9494830,33.4219061,,,,,
,1282,7809692858,,-111.9417698,33.4219298,,,,,
,1283,11782740379,,-111.9417769,33.4219298,,,,,
,1284,2239876825,,-111.9422926,33.4219290,,,,,
,1285,41563475,signal,-111.9423890,33.4219281,,,,,
,1286,8456352602,,-111.9421430,33.4219292,,,,,
,1287,11782660712,,-111.9409542,33.4219378,,,,,
,1288,4346605154,,-111.9416864,33.4219786,,,,,
,1289,2239876828,,-111.9425074,33.4219274,,,,,
,1290,4346605153,,-111.9428734,33.4219273,,,,,
,1291,5665465758,,-111.9516960,33.4219141,,,,,
,1292,2239876824,,-111.9521079,33.4219150,,,,,
,1293,4346605148,,-111.9515671,33.4219138,,,,,
,1294,42001768,signal,-111.9522180,33.4219154,,,,,
,1295,418953777,,-111.9509095,33.4219134,,,,,
,1296,5665465760,,-111.9511931,33.4219130,,,,,
,1297,6895544024,,-111.9513885,33.4219134,,,,,
,1298,2239876831,,-111.9401712,33.4219341,,,,,
,1299,10760299174,,-111.9405741,33.4219315,,,,,
,1300,8552862973,,-111.9477634,33.4219027,,,,,
,1301,4346605149,,-111.9528713,33.4219170,,,,,
,1302,8693982997,,-111.9527373,33.4219169,,,,,
,1303,2239876826,,-111.9523298,33.4219157,,,,,
,1304,6149033507,,-111.9437442,33.4218499,,,,,
,1305,6149033510,,-111.9433979,33.4218641,,,,,
,1306,5665460110,,-111.9430383,33.4219283,,,,,
,1307,2318614612,,-111.9530106,33.4219181,,,,,
,1308,335594213,,-111.9262900,33.4111847,,,,,
,1309,5650675599,,-111.9262934,33.4122998,,,,,
,1310,7284156927,,-111.9262897,33.4110862,,,,,
,1311,8460196077,,-111.9262937,33.4124064,,,,,
,1312,4347900943,,-111.9262942,33.4124964,,,,,
,1313,4347879977,,-111.9262955,33.4184244,,,,,
,1314,4347879978,,-111.9262944,33.4185822,,,,,
,1315,5659857190,,-111.9262974,33.4159902,,,,,
,1316,5260153468,,-111.9263002,33.4162330,,,,,
,1317,5260153460,,-111.9262944,33.4155570,,,,,
,1318,4347879972,,-111.9263007,33.4163769,,,,,
,1319,4347879971,,-111.9262936,33.4155005,,,,,
,1320,4347879974,,-111.9262999,33.4173616,,,,,
,1321,4347879975,,-111.9263000,33.4175412,,,,,
,1322,2300341840,,-111.9263020,33.4169260,,,,,
,1323,5260151511,,-111.9263016,33.4171287,,,,,
,1324,41573980,signal,-111.9263030,33.4168382,,,,,
,1325,2300341841,,-111.9262989,33.4190261,,,,,
,1326,41573982,signal,-111.9262960,33.4191375,,,,,
,1327,1501648953,,-111.9262989,33.4202366,,,,,
,1328,4347879966,,-111.9262948,33.4140912,,,,,
,1329,5646686312,,-111.9262947,33.4141212,,,,,
,1330,7241600559,,-111.9262981,33.4192639,,,,,
,1331,2704829947,,-111.9263871,33.4206018,,,,,
,1332,2300341851,,-111.9263019,33.4203615,,,,,
,1333,4347879980,,-111.9263916,33.4208903,,,,,
,1334,2822050830,,-111.9262491,33.4218455,,,,,
,1335,5013837645,signal,-111.9262514,33.4219673,,,,,
,1336,5772238924,,-111.9262470,33.4216218,,,,,
,1337,4347879981,,-111.9262465,33.4214303,,,,,
,1338,5684994146,,-111.9262927,33.4154363,,,,,
,1339,2300341794,,-111.9262842,33.4149181,,,,,
,1340,5646687233,,-111.9262895,33.4152234,,,,,
,1341,5659857175,,-111.9262909,33.4153155,,,,,
,1342,5665906196,,-111.9263017,33.4165401,,,,,
,1343,2300341830,,-111.9263023,33.4167407,,,,,
,1344,8444419109,,-111.9262990,33.4176300,,,,,
,1345,4716102668,,-111.9262990,33.4177870,,,,,
,1346,4716102665,,-111.9262995,33.4180207,,,,,
,1347,10292315870,,-111.9262973,33.4181954,,,,,
,1348,2704829948,signal,-111.9263974,33.4219690,,,,,
,1349,2822050829,,-111.9263925,33.4218402,,,,,
,1350,10169008702,,-111.9263974,33.4215679,,,,,
,1351,7121920571,,-111.9263950,33.4212537,,,,,
,1352,2704829946,,-111.9262331,33.4205950,,,,,
,1353,9658596255,,-111.9262455,33.4211600,,,,,
,1354,4347900944,,-111.9262984,33.4131293,,,,,
,1355,6700910751,,-111.9262979,33.4132664,,,,,
,1356,6700910748,,-111.9262972,33.4134638,,,,,
,1357,6700910732,,-111.9262963,33.4137059,,,,,
,1358,6283500354,,-111.9262961,33.4137476,,,,,
,1359,6700910747,,-111.9262957,33.4138447,,,,,
,1360,41573974,signal,-111.9262970,33.4128826,,,,,
,1361,2300341700,,-111.9262970,33.4129478,,,,,
,1362,7241586275,signal,-111.9262830,33.4101537,,,,,
,1363,4347900942,,-111.9262882,33.4105131,,,,,
,1364,4642849538,,-111.9348379,33.4097297,,,,,
,1365,7613273440,,-111.9348516,33.4106622,,,,,
,1366,11378730763,,-111.9348398,33.4119304,,,,,
,1367,11399045058,,-111.9307148,33.4119974,,,,,
,1368,11378730760,,-111.9348515,33.4110130,,,,,
,1369,11378730761,,-111.9348517,33.4113479,,,,,
,1370,4642849535,,-111.9338482,33.4096841,,,,,
,1371,4642849544,,-111.9337686,33.4101162,,,,,
,1372,4642849542,,-111.9337709,33.4104533,,,,,
,1373,4642849543,,-111.9337912,33.4105601,,,,,
,1374,5341190025,,-111.9339440,33.4101137,,,,,
,1375,4642849545,,-111.9344111,33.4101001,,,,,
,1376,4642849546,,-111.9347225,33.4100924,,,,,
,1377,11393796026,,-111.9333405,33.4104452,,,,,
,1378,4642849562,,-111.9344130,33.4102390,,,,,
,1379,2822050831,,-111.9289320,33.4218987,,,,,
,1380,5201685468,,-111.9289364,33.4215873,,,,,
,1381,41714341,signal,-111.9289410,33.4220194,,,,,
,1382,5261568825,,-111.9277010,33.4185691,,,,,
,1383,4716102664,,-111.9277261,33.4183692,,,,,
,1384,5280009907,,-111.9264899,33.4179326,,,,,
,1385,4716102666,,-111.9266258,33.4179208,,,,,
,1386,10292381369,,-111.9349556,33.4197361,,,,,
,1387,10270682080,,-111.9348873,33.4199960,,,,,
,1388,10292373826,,-111.9357589,33.4200512,,,,,
,1389,10292381365,,-111.9357540,33.4196776,,,,,
,1390,5415266955,,-111.9291421,33.4153680,,,,,
,1391,5414896298,,-111.9291485,33.4148943,,,,,
,1392,10281519134,,-111.9291477,33.4148647,,,,,
,1393,5415266952,,-111.9291429,33.4155359,,,,,
,1394,4716105521,,-111.9291429,33.4159411,,,,,
,1395,8752098976,,-111.9281221,33.4128808,,,,,
,1396,8752098953,,-111.9273850,33.4128788,,,,,
,1397,4716134291,,-111.9264430,33.4129478,,,,,
,1398,8752098977,,-111.9283643,33.4128829,,,,,
,1399,8752098965,,-111.9284726,33.4128837,,,,,
,1400,12840739566,,-111.9285037,33.4128843,,,,,
,1401,4716137948,,-111.9313962,33.4174076,,,,,
,1402,4716137955,,-111.9300850,33.4166556,,,,,
,1403,5264822953,,-111.9295471,33.4166356,,,,,
,1404,8444581101,,-111.9314006,33.4182127,,,,,
,1405,4897758644,,-111.9403246,33.4102097,,,,,
,1406,4897758640,,-111.9401556,33.4085181,,,,,
,1407,4897758639,,-111.9401355,33.4074051,,,,,
,1408,8019704857,,-111.9304957,33.4146672,,,,,
,1409,4716134186,signal,-111.9291931,33.4146673,,,,,
,1410,8751942158,,-111.9291391,33.4139676,,,,,
,1411,4716134187,,-111.9291393,33.4139557,,,,,
,1412,10281519133,,-111.9291440,33.4146313,,,,,
,1413,8019704853,,-111.9291430,33.4145952,,,,,
,1414,10290628422,,-111.9291470,33.4148012,,,,,
,1415,5047020623,,-111.9206595,33.4166121,,,,,
,1416,5047020641,,-111.9214585,33.4166310,,,,,
,1417,5047020626,,-111.9206399,33.4154221,,,,,
,1418,11632500708,,-111.9214568,33.4166892,,,,,
,1419,11632507278,,-111.9220749,33.4146444,,,,,
,1420,3703650942,,-111.9494337,33.4219058,,,,,
,1421,5665460090,,-111.9466721,33.4218982,,,,,
,1422,5162648965,,-111.9481922,33.4219049,,,,,
,1423,5665542304,,-111.9215519,33.4147093,,,,,
,1424,4346571427,,-111.9212488,33.4147092,,,,,
,1425,9658248643,,-111.9271067,33.4146890,,,,,
,1426,6700910733,,-111.9269614,33.4146908,,,,,
,1427,4716134185,signal,-111.9289989,33.4148027,,,,,
,1428,2239876840,,-111.9382374,33.4218981,,,,,
,1429,1698683885,,-111.9390193,33.4218977,,,,,
,1430,2239876836,,-111.9398538,33.4218932,,,,,
,1431,2916726375,signal,-111.9381496,33.4219875,,,,,
,1432,1698683852,signal,-111.9400548,33.4204918,,,,,
,1433,2239876811,,-111.9400517,33.4204157,,,,,
,1434,8630688693,,-111.9400497,33.4202615,,,,,
,1435,5665460115,,-111.9423945,33.4217049,,,,,
,1436,2239876820,,-111.9423950,33.4218197,,,,,
,1437,8456352590,,-111.9423936,33.4216625,,,,,
,1438,8456352601,,-111.9423904,33.4213628,,,,,
,1439,5665460113,,-111.9423906,33.4213209,,,,,
,1440,5333540374,,-111.9349563,33.4148208,,,,,
,1441,6700916706,,-111.9338144,33.4146435,,,,,
,1442,9143759910,,-111.9337225,33.4146441,,,,,
,1443,10274681276,,-111.9348375,33.4146181,,,,,
,1444,11364959800,,-111.9521790,33.4117794,,,,,
,1445,401888913,,-111.9521691,33.4086865,,,,,
,1446,11361104230,,-111.9521918,33.4145370,,,,,
,1447,5199796528,,-111.9521907,33.4142972,,,,,
,1448,11361104227,,-111.9521821,33.4147594,,,,,
,1449,11352315602,,-111.9521928,33.4168156,,,,,
,1450,5330447428,,-111.9521883,33.4157732,,,,,
,1451,2239876817,,-111.9522186,33.4218099,,,,,
,1452,5199796529,,-111.9522160,33.4214517,,,,,
,1453,7645609038,,-111.9522228,33.4223647,,,,,
,1454,5199796530,,-111.9522218,33.4225185,,,,,
,1455,5200239418,,-111.9423987,33.4224828,,,,,
,1456,8751681974,,-111.9349540,33.4145627,,,,,
,1457,1501648951,,-111.9261426,33.4201705,,,,,
,1458,5201685461,,-111.9254783,33.4195802,,,,,
,1459,5414896290,,-111.9306135,33.4148737,,,,,
,1460,5201685462,,-111.9305745,33.4152628,,,,,
,1461,10291871473,,-111.9301100,33.4159179,,,,,
,1462,10290583634,,-111.9301574,33.4158684,,,,,
,1463,317327702,signal,-111.9301943,33.4158335,,,,,
,1464,5806211155,,-111.9303114,33.4157244,,,,,
,1465,5264822967,,-111.9288543,33.4183434,,,,,
,1466,5201685465,,-111.9288801,33.4195869,,,,,
,1467,6901845344,,-111.9288758,33.4193999,,,,,
,1468,5682163136,,-111.9288557,33.4185321,,,,,
,1469,5260253650,,-111.9288680,33.4190487,,,,,
,1470,2341521992,,-111.9288840,33.4196701,,,,,
,1471,5415399004,,-111.9289036,33.4199746,,,,,
,1472,5201685466,,-111.9289097,33.4200493,,,,,
,1473,3101278945,,-111.9289637,33.4208706,,,,,
,1474,3101278939,,-111.9289641,33.4206888,,,,,
,1475,5264800429,,-111.9289632,33.4206327,,,,,
,1476,5264800445,,-111.9358456,33.4218561,,,,,
,1477,5264800446,,-111.9356532,33.4218555,,,,,
,1478,5260151509,,-111.9256121,33.4168174,,,,,
,1479,10292307792,,-111.9256112,33.4168782,,,,,
,1480,5260151512,,-111.9256098,33.4170391,,,,,
,1481,5260151510,,-111.9256490,33.4171218,,,,,
,1482,11401463705,,-111.9261541,33.4162329,,,,,
,1483,5260153475,,-111.9261019,33.4162328,,,,,
,1484,5260153470,,-111.9258315,33.4161141,,,,,
,1485,5260153500,,-111.9250023,33.4196184,,,,,
,1486,8444309313,,-111.9252047,33.4195575,,,,,
,1487,5260153498,,-111.9250523,33.4202743,,,,,
,1488,5260153502,,-111.9252289,33.4202793,,,,,
,1489,5260153504,,-111.9254140,33.4196710,,,,,
