link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes
1931,East 13th Street,339640420,296,1072,1,"LINESTRING (-111.9370852 33.4145236, -111.9372334 33.4145237)",1,13.76,residential,6,40,,,bike;walk,
1932,East 13th Street,339640420,1072,1073,1,"LINESTRING (-111.9372334 33.4145237, -111.9391606 33.4145063)",1,178.88,residential,6,40,,,bike;walk,
1933,East 13th Street,339640420,1073,1074,1,"LINESTRING (-111.9391606 33.4145063, -111.9394828 33.4145034, -111.9396335 33.4145559)",1,45.06,residential,6,40,,,bike;walk,
1934,East 13th Street,339640420,1072,296,1,"LINESTRING (-111.9372334 33.4145237, -111.9370852 33.4145236)",1,13.76,residential,6,40,,,bike;walk,
1935,East 13th Street,339640420,1073,1072,1,"LINESTRING (-111.9391606 33.4145063, -111.9372334 33.4145237)",1,178.88,residential,6,40,,,bike;walk,
1936,East 13th Street,339640420,1074,1073,1,"LINESTRING (-111.9396335 33.4145559, -111.9394828 33.4145034, -111.9391606 33.4145063)",1,45.06,residential,6,40,,,bike;walk,
1937,,339640422,1067,1075,1,"LINESTRING (-111.9357062 33.41415, -111.9350708 33.4141524)",1,58.98,service,8,,,,bike;walk,
1938,,339640423,1064,1076,1,"LINESTRING (-111.9357176 33.4144566, -111.9350737 33.4144636)",1,59.77,service,8,,,,bike;walk,
1939,,339640424,1068,1071,1,"LINESTRING (-111.9365908 33.4144957, -111.9365412 33.4144623, -111.9363809 33.4144015, -111.9362733 33.4144027, -111.9361899 33.4144554, -111.9361658 33.4144965)",1,47.04,service,8,,,,bike;walk,
1940,,339640424,1071,1068,1,"LINESTRING (-111.9361658 33.4144965, -111.9361899 33.4144554, -111.9362733 33.4144027, -111.9363809 33.4144015, -111.9365412 33.4144623, -111.9365908 33.4144957)",1,47.04,service,8,,,,bike;walk,
1941,,339640426,739,1070,1,"LINESTRING (-111.9369093 33.4140341, -111.9369127 33.4144724, -111.9368989 33.4144937)",1,51.43,service,8,,,,bike;walk,
1942,,339640807,1077,823,1,"LINESTRING (-111.9362899 33.4162359, -111.9363094 33.4161845)",1,6.00,service,8,24,,,bike;walk,
1943,,339640807,1078,1077,1,"LINESTRING (-111.9362412 33.4163462, -111.93628 33.4162537, -111.9362899 33.4162359)",1,13.08,service,8,24,,,bike;walk,
1944,,339640807,823,1077,1,"LINESTRING (-111.9363094 33.4161845, -111.9362899 33.4162359)",1,6.00,service,8,24,,,bike;walk,
1945,,339640807,1077,1078,1,"LINESTRING (-111.9362899 33.4162359, -111.93628 33.4162537, -111.9362412 33.4163462)",1,13.08,service,8,24,,,bike;walk,
1946,,339640809,1078,1079,1,"LINESTRING (-111.9362412 33.4163462, -111.936174 33.4163358)",1,6.34,service,8,24,,,bike;walk,
1947,,339640809,1080,1081,1,"LINESTRING (-111.9354476 33.4162672, -111.9351709 33.4162702)",1,25.68,service,8,24,,,bike;walk,
1948,,339640809,1082,1078,1,"LINESTRING (-111.936374 33.4163518, -111.9362412 33.4163462)",1,12.34,service,8,24,,,bike;walk,
1949,,339640809,1079,1083,1,"LINESTRING (-111.936174 33.4163358, -111.9360831 33.4163047, -111.9360038 33.4162867, -111.9359233 33.416274)",1,24.35,service,8,24,,,bike;walk,
1950,,339640809,1083,1080,1,"LINESTRING (-111.9359233 33.416274, -111.9358531 33.4162699, -111.9357192 33.4162655, -111.9354476 33.4162672)",1,44.18,service,8,24,,,bike;walk,
1951,,339640809,1083,1079,1,"LINESTRING (-111.9359233 33.416274, -111.9360038 33.4162867, -111.9360831 33.4163047, -111.936174 33.4163358)",1,24.35,service,8,24,,,bike;walk,
1952,,339640809,1078,1082,1,"LINESTRING (-111.9362412 33.4163462, -111.936374 33.4163518)",1,12.34,service,8,24,,,bike;walk,
1953,,339640809,1081,1080,1,"LINESTRING (-111.9351709 33.4162702, -111.9354476 33.4162672)",1,25.68,service,8,24,,,bike;walk,
1954,,339640809,1080,1083,1,"LINESTRING (-111.9354476 33.4162672, -111.9357192 33.4162655, -111.9358531 33.4162699, -111.9359233 33.416274)",1,44.18,service,8,24,,,bike;walk,
1955,,339640809,1079,1078,1,"LINESTRING (-111.936174 33.4163358, -111.9362412 33.4163462)",1,6.34,service,8,24,,,bike;walk,
1956,,339640857,1084,1085,1,"LINESTRING (-111.9359259 33.4170422, -111.935915 33.416661)",1,42.40,footway,10,,,,bike;walk,
1957,,339640857,1086,1083,1,"LINESTRING (-111.9359153 33.4163809, -111.9359233 33.416274)",1,11.91,footway,10,,,,bike;walk,
1958,,339640857,1085,1086,1,"LINESTRING (-111.935915 33.416661, -111.9359148 33.4165517, -111.9359155 33.4164642, -111.9359153 33.4163809)",1,31.15,footway,10,,,,bike;walk,
1959,,339640858,1087,1088,1,"LINESTRING (-111.9356957 33.4171113, -111.935695 33.4170415)",1,7.76,footway,10,,,,walk,
1960,,339640858,1088,1089,1,"LINESTRING (-111.935695 33.4170415, -111.935693 33.4168093, -111.9356815 33.4167852, -111.9355286 33.416704)",1,45.52,footway,10,,,,walk,
1961,,339640859,1084,1088,1,"LINESTRING (-111.9359259 33.4170422, -111.935695 33.4170415)",1,21.43,footway,10,,,,bike;walk,
1962,,339640859,1088,1090,1,"LINESTRING (-111.935695 33.4170415, -111.9350915 33.4170392)",1,56.01,footway,10,,,,bike;walk,
1963,,339640860,1091,1092,1,"LINESTRING (-111.9348705 33.4170647, -111.9350697 33.4169656)",1,21.52,footway,10,,,,bike;walk,
1964,,339640860,1089,1093,1,"LINESTRING (-111.9355286 33.416704, -111.9355308 33.4166672)",1,4.10,footway,10,,,,bike;walk,
1965,,339640860,1092,1089,1,"LINESTRING (-111.9350697 33.4169656, -111.935488 33.4167173, -111.9355286 33.416704)",1,51.69,footway,10,,,,bike;walk,
1966,,339640862,1094,1079,1,"LINESTRING (-111.9361211 33.4164267, -111.9361486 33.4163907, -111.936174 33.4163358)",1,11.29,footway,10,,,,walk,
1967,,339640862,1095,1094,1,"LINESTRING (-111.936111 33.4165652, -111.9361001 33.4165076, -111.9361023 33.4164687, -111.9361211 33.4164267)",1,15.80,footway,10,,,,walk,
1968,South Ash Avenue,352316659,1096,1096,1,"LINESTRING (-111.9429229 33.4196094, -111.9429562 33.4196094, -111.9431562 33.4196105, -111.9431944 33.4196197, -111.9432068 33.4196682, -111.9432031 33.4197176, -111.9431784 33.4197485, -111.9431278 33.4197598, -111.9430167 33.4197609, -111.9429377 33.4197444, -111.9429143 33.4197094, -111.9429229 33.4196094)",1,78.83,service,8,,,,bike;walk,
1969,South Ash Avenue,352316659,1097,1096,1,"LINESTRING (-111.9424691 33.4196104, -111.9429229 33.4196094)",1,42.12,service,8,,,,bike;walk,
1970,South Ash Avenue,352316659,47,1097,1,"LINESTRING (-111.9423658 33.4196106, -111.9424691 33.4196104)",1,9.59,service,8,,,,bike;walk,
1971,South Ash Avenue,352316659,1096,1096,1,"LINESTRING (-111.9429229 33.4196094, -111.9429143 33.4197094, -111.9429377 33.4197444, -111.9430167 33.4197609, -111.9431278 33.4197598, -111.9431784 33.4197485, -111.9432031 33.4197176, -111.9432068 33.4196682, -111.9431944 33.4196197, -111.9431562 33.4196105, -111.9429562 33.4196094, -111.9429229 33.4196094)",1,78.83,service,8,,,,bike;walk,
1972,South Ash Avenue,352316659,1096,1097,1,"LINESTRING (-111.9429229 33.4196094, -111.9424691 33.4196104)",1,42.12,service,8,,,,bike;walk,
1973,South Ash Avenue,352316659,1097,47,1,"LINESTRING (-111.9424691 33.4196104, -111.9423658 33.4196106)",1,9.59,service,8,,,,bike;walk,
1974,East 10th Street,355797370,814,1098,1,"LINESTRING (-111.9366865 33.4190969, -111.9365252 33.419101)",1,14.98,cycleway,9,,,,bike,
1975,East 10th Street,355797370,1099,814,1,"LINESTRING (-111.9378079 33.4190834, -111.9367885 33.4190922, -111.9366865 33.4190969)",1,104.10,cycleway,9,,,,bike,
1976,East 10th Street,355797370,1100,1099,1,"LINESTRING (-111.9380546 33.4190788, -111.9378079 33.4190834)",1,22.90,cycleway,9,,,,bike,
1977,East 10th Street,355797370,338,1100,1,"LINESTRING (-111.9381322 33.4190867, -111.9380546 33.4190788)",1,7.26,cycleway,9,,,,bike,
1978,South Apartment,359620715,1101,1102,1,"LINESTRING (-111.9220713 33.4144751, -111.921746 33.4144752, -111.9215207 33.4144771)",1,51.11,service,8,,,,bike;walk,
1979,South Apartment,359620715,1102,1101,1,"LINESTRING (-111.9215207 33.4144771, -111.921746 33.4144752, -111.9220713 33.4144751)",1,51.11,service,8,,,,bike;walk,
1980,,366375590,1103,1104,1,"LINESTRING (-111.9226408 33.4206959, -111.922644 33.4205577, -111.9226262 33.4205195, -111.9225938 33.4205018, -111.9219302 33.4203694, -111.9218777 33.4203768, -111.9218476 33.4203983, -111.9218342 33.4204495, -111.921832 33.4205345)",1,110.74,service,8,,,,bike;walk,
1981,,366375590,1104,1105,1,"LINESTRING (-111.921832 33.4205345, -111.9218279 33.4207408, -111.9218174 33.4212812, -111.9218263 33.4213931, -111.9218733 33.4214798, -111.9218811 33.4215255, -111.9218838 33.4217975)",1,141.47,service,8,,,,bike;walk,
1982,,366375590,1106,1103,1,"LINESTRING (-111.922645 33.4217381, -111.9226396 33.4207479, -111.9226408 33.4206959)",1,115.89,service,8,,,,bike;walk,
1983,,366375590,1103,1106,1,"LINESTRING (-111.9226408 33.4206959, -111.9226396 33.4207479, -111.922645 33.4217381)",1,115.89,service,8,,,,bike;walk,
1984,,366375590,1104,1103,1,"LINESTRING (-111.921832 33.4205345, -111.9218342 33.4204495, -111.9218476 33.4203983, -111.9218777 33.4203768, -111.9219302 33.4203694, -111.9225938 33.4205018, -111.9226262 33.4205195, -111.922644 33.4205577, -111.9226408 33.4206959)",1,110.74,service,8,,,,bike;walk,
1985,,366375590,1105,1104,1,"LINESTRING (-111.9218838 33.4217975, -111.9218811 33.4215255, -111.9218733 33.4214798, -111.9218263 33.4213931, -111.9218174 33.4212812, -111.9218279 33.4207408, -111.921832 33.4205345)",1,141.47,service,8,,,,bike;walk,
1986,,366375596,1103,1104,1,"LINESTRING (-111.9226408 33.4206959, -111.9222525 33.4206185, -111.921832 33.4205345)",1,77.18,service,8,,,,bike;walk,
1987,,366375596,1104,1103,1,"LINESTRING (-111.921832 33.4205345, -111.9222525 33.4206185, -111.9226408 33.4206959)",1,77.18,service,8,,,,bike;walk,
1988,,366375598,1107,1108,1,"LINESTRING (-111.92322 33.420806, -111.9232167 33.421815)",1,112.20,service,8,,,,bike;walk,
1989,,366375598,1108,1107,1,"LINESTRING (-111.9232167 33.421815, -111.92322 33.420806)",1,112.20,service,8,,,,bike;walk,
1990,University Heights Access Road,367300369,1109,40,1,"LINESTRING (-111.9265562 33.4101201, -111.9265218 33.4101655, -111.9265223 33.4104547)",1,38.13,service,8,,,,bike;walk,
1991,University Heights Access Road,367300369,40,1109,1,"LINESTRING (-111.9265223 33.4104547, -111.9265218 33.4101655, -111.9265562 33.4101201)",1,38.13,service,8,,,,bike;walk,
1992,,367300370,1110,1109,1,"LINESTRING (-111.9296867 33.4101052, -111.9265562 33.4101201)",1,290.58,service,8,24,,,bike;walk,
1993,,367300370,1109,1110,1,"LINESTRING (-111.9265562 33.4101201, -111.9296867 33.4101052)",1,290.58,service,8,24,,,bike;walk,
1994,,367300371,1110,39,1,"LINESTRING (-111.9296867 33.4101052, -111.9296969 33.4104461)",1,37.92,service,8,24,,,bike;walk,
1995,,367300371,1111,1110,1,"LINESTRING (-111.9296818 33.4078492, -111.9296801 33.4079553, -111.9296856 33.4083093, -111.9296754 33.4096836, -111.929675 33.4097375, -111.9296867 33.4101052)",1,250.88,service,8,24,,,bike;walk,
1996,,367300371,39,1110,1,"LINESTRING (-111.9296969 33.4104461, -111.9296867 33.4101052)",1,37.92,service,8,24,,,bike;walk,
1997,,367300371,1110,1111,1,"LINESTRING (-111.9296867 33.4101052, -111.929675 33.4097375, -111.9296754 33.4096836, -111.9296856 33.4083093, -111.9296801 33.4079553, -111.9296818 33.4078492)",1,250.88,service,8,24,,,bike;walk,
1998,,386274184,966,964,1,"LINESTRING (-111.934 33.4210067, -111.9340186 33.4210029, -111.9340393 33.4209934, -111.9340553 33.4209789, -111.9340647 33.4209608)",1,8.36,footway,10,,,,walk,
1999,,386274184,960,966,1,"LINESTRING (-111.9339257 33.4209623, -111.9339356 33.42098, -111.9339516 33.4209941, -111.9339723 33.4210031, -111.934 33.4210067)",1,9.10,footway,10,,,,walk,
2000,,386274184,1112,960,1,"LINESTRING (-111.9339378 33.4209099, -111.9339273 33.420926, -111.9339232 33.4209441, -111.9339257 33.4209623)",1,6.12,footway,10,,,,walk,
2001,,386274184,963,1112,1,"LINESTRING (-111.9339953 33.4208863, -111.9339735 33.420889, -111.9339537 33.4208971, -111.9339378 33.4209099)",1,6.14,footway,10,,,,walk,
2002,,386274184,964,963,1,"LINESTRING (-111.9340647 33.4209608, -111.9340667 33.4209428, -111.9340623 33.4209252, -111.9340517 33.4209094, -111.934036 33.420897, -111.9340167 33.420889, -111.9339953 33.4208863)",1,12.04,footway,10,,,,walk,
2003,South Rural Road,395215600,1113,1114,1,"LINESTRING (-111.926299 33.4195429, -111.9263055 33.4199832)",1,48.96,primary,3,56,4,,bike;walk,
2004,South Rural Road,395215600,1114,1113,1,"LINESTRING (-111.9263055 33.4199832, -111.926299 33.4195429)",1,48.96,primary,3,56,3,,bike;walk,
2005,,395487084,1115,1116,1,"LINESTRING (-111.9262896 33.4108454, -111.9264303 33.4108445)",1,13.06,service,8,,,,bike;walk,
2006,,395487084,1116,1117,1,"LINESTRING (-111.9264303 33.4108445, -111.9304146 33.4108294)",1,369.82,service,8,,,,bike;walk,
2007,,395487084,1116,1115,1,"LINESTRING (-111.9264303 33.4108445, -111.9262896 33.4108454)",1,13.06,service,8,,,,bike;walk,
2008,,395487084,1117,1116,1,"LINESTRING (-111.9304146 33.4108294, -111.9264303 33.4108445)",1,369.82,service,8,,,,bike;walk,
2009,,395487087,1118,1119,1,"LINESTRING (-111.9349415 33.409658, -111.9349709 33.409706, -111.934989 33.4097331)",1,9.44,residential,6,40,,,bike;walk,
2010,,395487087,1119,1120,1,"LINESTRING (-111.934989 33.4097331, -111.9350116 33.4097675, -111.9350297 33.4098068, -111.9351328 33.4107136, -111.935112 33.410743, -111.9350228 33.4107541)",1,122.50,residential,6,40,,,bike;walk,
2011,,395487087,1120,1119,1,"LINESTRING (-111.9350228 33.4107541, -111.935112 33.410743, -111.9351328 33.4107136, -111.9350297 33.4098068, -111.9350116 33.4097675, -111.934989 33.4097331)",1,122.50,residential,6,40,,,bike;walk,
2012,,395487087,1119,1118,1,"LINESTRING (-111.934989 33.4097331, -111.9349709 33.409706, -111.9349415 33.409658)",1,9.44,residential,6,40,,,bike;walk,
2013,South College Avenue,395488326,1118,1121,1,"LINESTRING (-111.9349415 33.409658, -111.9349406 33.4096046, -111.9349375 33.4095468, -111.9349394 33.4094527, -111.934915 33.4093789)",1,31.35,tertiary,5,,1,,bike;walk,
2014,South College Avenue,395488326,1122,1118,1,"LINESTRING (-111.9349226 33.4103317, -111.9349455 33.41024, -111.934942 33.4097118, -111.9349415 33.409658)",1,75.13,tertiary,5,,1,,bike;walk,
2015,South College Avenue,395488328,1121,1122,1,"LINESTRING (-111.934915 33.4093789, -111.9348886 33.4094434, -111.9348883 33.4095467, -111.9348907 33.4096079, -111.9348914 33.4096614, -111.9348923 33.4097218, -111.9348988 33.4102383, -111.9349226 33.4103317)",1,106.59,tertiary,5,,1,,bike;walk,
2016,,395488333,38,1123,1,"LINESTRING (-111.9391792 33.4091143, -111.9392373 33.4091141, -111.9396345 33.4091126, -111.9396752 33.409155, -111.9396711 33.4095742, -111.9396874 33.4105702, -111.9394373 33.4108145, -111.9356912 33.4108226, -111.9356466 33.4107913, -111.9354981 33.4095498)",1,733.27,service,8,24,,,bike;walk,
2017,,395488333,1124,38,1,"LINESTRING (-111.9386319 33.409071, -111.9391792 33.4091143)",1,51.03,service,8,24,,,bike;walk,
2018,,395488333,1125,1124,1,"LINESTRING (-111.9359689 33.409021, -111.9371617 33.4089796, -111.9374046 33.4090006, -111.9380998 33.409043, -111.9386319 33.409071)",1,247.67,service,8,24,,,bike;walk,
2019,,395488333,1123,38,1,"LINESTRING (-111.9354981 33.4095498, -111.9356466 33.4107913, -111.9356912 33.4108226, -111.9394373 33.4108145, -111.9396874 33.4105702, -111.9396711 33.4095742, -111.9396752 33.409155, -111.9396345 33.4091126, -111.9392373 33.4091141, -111.9391792 33.4091143)",1,733.27,service,8,24,,,bike;walk,
2020,,395488333,38,1124,1,"LINESTRING (-111.9391792 33.4091143, -111.9386319 33.409071)",1,51.03,service,8,24,,,bike;walk,
2021,,395488333,1124,1125,1,"LINESTRING (-111.9386319 33.409071, -111.9380998 33.409043, -111.9374046 33.4090006, -111.9371617 33.4089796, -111.9359689 33.409021)",1,247.67,service,8,24,,,bike;walk,
2022,,395488334,35,1124,1,"LINESTRING (-111.9360637 33.4099438, -111.9384413 33.4099135, -111.9385084 33.4098898, -111.9385429 33.4098558, -111.9385612 33.4097659, -111.9386319 33.409071)",1,320.12,service,8,,,,bike;walk,
2023,,395488334,1124,35,1,"LINESTRING (-111.9386319 33.409071, -111.9385612 33.4097659, -111.9385429 33.4098558, -111.9385084 33.4098898, -111.9384413 33.4099135, -111.9360637 33.4099438)",1,320.12,service,8,,,,bike;walk,
2024,,395489954,1073,1126,1,"LINESTRING (-111.9391606 33.4145063, -111.9391648 33.4146744, -111.9391725 33.4147607)",1,28.32,residential,6,40,,,bike;walk,
2025,,395489954,1126,1073,1,"LINESTRING (-111.9391725 33.4147607, -111.9391648 33.4146744, -111.9391606 33.4145063)",1,28.32,residential,6,40,,,bike;walk,
2026,South Mill Avenue,395489955,1127,1128,1,"LINESTRING (-111.9399036 33.4106076, -111.9398781 33.4095698, -111.9398808 33.4094109, -111.9398874 33.4092469, -111.9398902 33.409178, -111.9398969 33.4089933)",1,179.55,secondary,4,56,2,,bike;walk,
2027,South Mill Avenue,395489956,1129,1130,1,"LINESTRING (-111.9399183 33.4152719, -111.9398582 33.4155259, -111.9398483 33.41561, -111.9398253 33.4156688, -111.939792 33.4157247, -111.9397232 33.4158205, -111.9396384 33.4159081, -111.9395959 33.4159561)",1,83.59,secondary,4,,2,,bike;walk,
2028,South Mill Avenue,395489957,1131,1132,1,"LINESTRING (-111.9398073 33.4114264, -111.9398258 33.4120192, -111.9398333 33.4124503, -111.9398827 33.4125946)",1,130.57,secondary,4,56,2,,bike;walk,
2029,South Oakley Place,395490718,1133,102,1,"LINESTRING (-111.9365724 33.4120009, -111.9365723 33.4119575)",1,4.83,residential,6,40,,,bike;walk,
2030,South Oakley Place,395490718,1134,1133,1,"LINESTRING (-111.9365803 33.4129111, -111.9365724 33.4120009)",1,101.21,residential,6,40,,,bike;walk,
2031,South Oakley Place,395490718,102,1133,1,"LINESTRING (-111.9365723 33.4119575, -111.9365724 33.4120009)",1,4.83,residential,6,40,,,bike;walk,
2032,South Oakley Place,395490718,1133,1134,1,"LINESTRING (-111.9365724 33.4120009, -111.9365803 33.4129111)",1,101.21,residential,6,40,,,bike;walk,
2033,South Mill Avenue,395490719,1135,1131,1,"LINESTRING (-111.9397885 33.4106036, -111.9397963 33.410944, -111.9398073 33.4114264)",1,91.51,secondary,4,56,2,,bike;walk,
2034,South Mill Avenue,395490720,1136,1127,1,"LINESTRING (-111.9399239 33.411432, -111.9399156 33.4110968, -111.9399036 33.4106076)",1,91.69,secondary,4,56,2,,bike;walk,
2035,,395490721,1137,1138,1,"LINESTRING (-111.9349948 33.4110667, -111.9349285 33.4110672)",1,6.15,service,8,,,,bike;walk,
2036,,395490721,1139,1137,1,"LINESTRING (-111.9396664 33.4111275, -111.9396182 33.4111006, -111.9395551 33.411095, -111.9389758 33.411067, -111.9384782 33.4110536, -111.9378761 33.4110435, -111.936767 33.4110525, -111.9349948 33.4110667)",1,434.69,service,8,,,,bike;walk,
2037,,395490721,1137,1139,1,"LINESTRING (-111.9349948 33.4110667, -111.936767 33.4110525, -111.9378761 33.4110435, -111.9384782 33.4110536, -111.9389758 33.411067, -111.9395551 33.411095, -111.9396182 33.4111006, -111.9396664 33.4111275)",1,434.69,service,8,,,,bike;walk,
2038,,395490721,1138,1137,1,"LINESTRING (-111.9349285 33.4110672, -111.9349948 33.4110667)",1,6.15,service,8,,,,bike;walk,
2039,South Mill Avenue,395490723,1140,1139,1,"LINESTRING (-111.9397308 33.411858, -111.9397238 33.4115254, -111.9397147 33.411254, -111.9397026 33.4111823, -111.9396664 33.4111275)",1,82.19,residential,6,40,,,bike;walk,
2040,South Mill Avenue,395490723,1141,111,1,"LINESTRING (-111.9397375 33.4128425, -111.939748 33.4127455, -111.9397324 33.4119109)",1,103.64,residential,6,40,,,bike;walk,
2041,South Mill Avenue,395490723,111,1140,1,"LINESTRING (-111.9397324 33.4119109, -111.9397308 33.411858)",1,5.88,residential,6,40,,,bike;walk,
2042,South Mill Avenue,395490723,1139,1140,1,"LINESTRING (-111.9396664 33.4111275, -111.9397026 33.4111823, -111.9397147 33.411254, -111.9397238 33.4115254, -111.9397308 33.411858)",1,82.19,residential,6,40,,,bike;walk,
2043,South Mill Avenue,395490723,111,1141,1,"LINESTRING (-111.9397324 33.4119109, -111.939748 33.4127455, -111.9397375 33.4128425)",1,103.64,residential,6,40,,,bike;walk,
2044,South Mill Avenue,395490723,1140,111,1,"LINESTRING (-111.9397308 33.411858, -111.9397324 33.4119109)",1,5.88,residential,6,40,,,bike;walk,
2045,South Mill Avenue,395490724,1132,1136,1,"LINESTRING (-111.9398827 33.4125946, -111.9399438 33.4124637, -111.9399347 33.4119962, -111.9399239 33.411432)",1,130.36,secondary,4,56,2,,bike;walk,
2046,East Parkway Boulevard,395490725,1142,1143,1,"LINESTRING (-111.9348668 33.4130219, -111.9349354 33.4130207)",1,6.37,service,8,,,,bike;walk,
2047,East Parkway Boulevard,395490725,583,1144,1,"LINESTRING (-111.9306773 33.4130816, -111.9307201 33.4130785)",1,3.99,service,8,,,,bike;walk,
2048,East Parkway Boulevard,395490725,1144,1145,1,"LINESTRING (-111.9307201 33.4130785, -111.9307885 33.4130736, -111.9308897 33.4130714, -111.9326264 33.4130526, -111.9326725 33.4130521)",1,181.26,service,8,,,,bike;walk,
2049,East Parkway Boulevard,395490725,1145,1142,1,"LINESTRING (-111.9326725 33.4130521, -111.9339083 33.4130387, -111.9348668 33.4130219)",1,203.70,service,8,,,,bike;walk,
2050,East Parkway Boulevard,395490725,1143,1146,1,"LINESTRING (-111.9349354 33.4130207, -111.9350038 33.4130194)",1,6.35,service,8,,,,bike;walk,
2051,East Parkway Boulevard,395490725,1146,1147,1,"LINESTRING (-111.9350038 33.4130194, -111.9365802 33.4129898, -111.9379614 33.4129807, -111.9394227 33.4129592, -111.9395484 33.4129164)",1,422.81,service,8,,,,bike;walk,
2052,East Parkway Boulevard,395490726,1148,1149,1,"LINESTRING (-111.9350031 33.4129433, -111.9349327 33.4129448)",1,6.54,service,8,,,,bike;walk,
2053,East Parkway Boulevard,395490726,1149,1150,1,"LINESTRING (-111.9349327 33.4129448, -111.934863 33.4129461)",1,6.47,service,8,,,,bike;walk,
2054,East Parkway Boulevard,395490726,1150,1151,1,"LINESTRING (-111.934863 33.4129461, -111.9346246 33.4129506, -111.9341894 33.4129584)",1,62.54,service,8,,,,bike;walk,
2055,East Parkway Boulevard,395490726,1151,1152,1,"LINESTRING (-111.9341894 33.4129584, -111.9334759 33.4129712, -111.9326698 33.4129803)",1,141.07,service,8,,,,bike;walk,
2056,East Parkway Boulevard,395490726,1152,1153,1,"LINESTRING (-111.9326698 33.4129803, -111.932625 33.4129809, -111.9308626 33.413001, -111.9307827 33.4130084, -111.9307188 33.4130088)",1,181.15,service,8,,,,bike;walk,
2057,East Parkway Boulevard,395490726,1153,581,1,"LINESTRING (-111.9307188 33.4130088, -111.930677 33.413009)",1,3.88,service,8,,,,bike;walk,
2058,East Parkway Boulevard,395490726,1154,1148,1,"LINESTRING (-111.935694 33.4129292, -111.9350031 33.4129433)",1,64.15,service,8,,,,bike;walk,
2059,East Parkway Boulevard,395490726,1147,1155,1,"LINESTRING (-111.9395484 33.4129164, -111.939468 33.4128783, -111.9391506 33.4128817)",1,38.04,service,8,,,,bike;walk,
2060,East Parkway Boulevard,395490726,1155,1156,1,"LINESTRING (-111.9391506 33.4128817, -111.9380137 33.4128938)",1,105.53,service,8,,,,bike;walk,
2061,East Parkway Boulevard,395490726,1156,1157,1,"LINESTRING (-111.9380137 33.4128938, -111.9379608 33.4128944)",1,4.91,service,8,,,,bike;walk,
2062,East Parkway Boulevard,395490726,1157,1158,1,"LINESTRING (-111.9379608 33.4128944, -111.9378952 33.4128952)",1,6.09,service,8,,,,bike;walk,
2063,East Parkway Boulevard,395490726,1158,1134,1,"LINESTRING (-111.9378952 33.4128952, -111.9365803 33.4129111)",1,122.06,service,8,,,,bike;walk,
2064,East Parkway Boulevard,395490726,1134,1154,1,"LINESTRING (-111.9365803 33.4129111, -111.935694 33.4129292)",1,82.29,service,8,,,,bike;walk,
2065,East Parkway Boulevard,395490727,1147,1159,1,"LINESTRING (-111.9395484 33.4129164, -111.9396359 33.4129146)",1,8.12,service,8,,,,bike;walk,
2066,East Parkway Boulevard,395490727,1159,1141,1,"LINESTRING (-111.9396359 33.4129146, -111.939663 33.412914, -111.9397375 33.4128425)",1,13.05,service,8,,,,bike;walk,
2067,East Parkway Boulevard,395490727,1141,1159,1,"LINESTRING (-111.9397375 33.4128425, -111.939663 33.412914, -111.9396359 33.4129146)",1,13.05,service,8,,,,bike;walk,
2068,East Parkway Boulevard,395490727,1159,1147,1,"LINESTRING (-111.9396359 33.4129146, -111.9395484 33.4129164)",1,8.12,service,8,,,,bike;walk,
2069,South Grandview Drive,395490729,1160,104,1,"LINESTRING (-111.9379619 33.4119871, -111.9379621 33.4119438)",1,4.81,residential,6,40,,,bike;walk,
2070,South Grandview Drive,395490729,1157,1160,1,"LINESTRING (-111.9379608 33.4128944, -111.9379619 33.4119871)",1,100.89,residential,6,40,,,bike;walk,
2071,South Grandview Drive,395490729,1160,1157,1,"LINESTRING (-111.9379619 33.4119871, -111.9379608 33.4128944)",1,100.89,residential,6,40,,,bike;walk,
2072,South Grandview Drive,395490729,104,1160,1,"LINESTRING (-111.9379621 33.4119438, -111.9379619 33.4119871)",1,4.81,residential,6,40,,,bike;walk,
2073,South Mill Avenue,395490730,1161,1135,1,"LINESTRING (-111.9397789 33.4086629, -111.9397831 33.4089948, -111.9397818 33.4091728, -111.9397737 33.4094001, -111.9397697 33.409633, -111.9397724 33.4098916, -111.9397885 33.4106036)",1,215.83,secondary,4,56,2,,bike;walk,
2074,East Apache Boulevard,402560702,1162,1163,1,"LINESTRING (-111.939492 33.4160741, -111.9395917 33.4162443, -111.9396552 33.4163722, -111.9396985 33.4164722, -111.9397357 33.4165691, -111.9397719 33.4166997, -111.9397962 33.4167943, -111.9398174 33.4169022, -111.9398348 33.4170325)",1,112.00,primary,3,,2,,bike;walk,
2075,West 17th Place,417070132,1164,401,1,"LINESTRING (-111.9494564 33.4105757, -111.949456 33.4105596, -111.9494494 33.4105443, -111.9494374 33.4105317, -111.949421 33.4105229, -111.9494022 33.410519, -111.9493829 33.4105204, -111.9493651 33.4105269, -111.9493508 33.4105378, -111.9493414 33.410552, -111.949338 33.4105679)",1,18.00,residential,6,40,,,bike;walk,
