link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes
1,South Marilyn Ann Drive,5588937,1,2,1,"LINESTRING (-111.9514312 33.4138249, -111.9514308 33.4139148)",1,10.00,service,8,,,,bike;walk,
2,South Marilyn Ann Drive,5588937,2,3,1,"LINESTRING (-111.9514308 33.4139148, -111.9514303 33.4143209)",1,45.16,service,8,,,,bike;walk,
3,South Marilyn Ann Drive,5588937,2,1,1,"LINESTRING (-111.9514308 33.4139148, -111.9514312 33.4138249)",1,10.00,service,8,,,,bike;walk,
4,South Marilyn Ann Drive,5588937,3,2,1,"LINESTRING (-111.9514303 33.4143209, -111.9514308 33.4139148)",1,45.16,service,8,,,,bike;walk,
5,South Marilyn Ann Drive,5588939,4,5,1,"LINESTRING (-111.9507547 33.4118831, -111.9507959 33.4118467, -111.9508295 33.4118142, -111.9508596 33.4117733, -111.9508797 33.4117263, -111.9508891 33.4116774, -111.9508931 33.4116325, -111.9508893 33.4110309)",1,98.64,residential,6,40,,,bike;walk,
6,South Marilyn Ann Drive,5588939,6,4,1,"LINESTRING (-111.9504949 33.4120989, -111.9507547 33.4118831)",1,34.02,residential,6,40,,,bike;walk,
7,South Marilyn Ann Drive,5588939,7,8,1,"LINESTRING (-111.9508863 33.4106177, -111.9508844 33.4101966)",1,46.82,residential,6,40,,,bike;walk,
8,South Marilyn Ann Drive,5588939,8,9,1,"LINESTRING (-111.9508844 33.4101966, -111.9508831 33.4098871)",1,34.42,residential,6,40,,,bike;walk,
9,South Marilyn Ann Drive,5588939,5,7,1,"LINESTRING (-111.9508893 33.4110309, -111.9508863 33.4106177)",1,45.95,residential,6,40,,,bike;walk,
10,South Marilyn Ann Drive,5588939,9,10,1,"LINESTRING (-111.9508831 33.4098871, -111.9508833 33.4098348)",1,5.82,residential,6,40,,,bike;walk,
11,South Marilyn Ann Drive,5588939,11,6,1,"LINESTRING (-111.9504439 33.412142, -111.9504949 33.4120989)",1,6.74,residential,6,40,,,bike;walk,
12,South Marilyn Ann Drive,5588939,6,11,1,"LINESTRING (-111.9504949 33.4120989, -111.9504439 33.412142)",1,6.74,residential,6,40,,,bike;walk,
13,South Marilyn Ann Drive,5588939,4,6,1,"LINESTRING (-111.9507547 33.4118831, -111.9504949 33.4120989)",1,34.02,residential,6,40,,,bike;walk,
14,South Marilyn Ann Drive,5588939,8,7,1,"LINESTRING (-111.9508844 33.4101966, -111.9508863 33.4106177)",1,46.82,residential,6,40,,,bike;walk,
15,South Marilyn Ann Drive,5588939,10,9,1,"LINESTRING (-111.9508833 33.4098348, -111.9508831 33.4098871)",1,5.82,residential,6,40,,,bike;walk,
16,South Marilyn Ann Drive,5588939,7,5,1,"LINESTRING (-111.9508863 33.4106177, -111.9508893 33.4110309)",1,45.95,residential,6,40,,,bike;walk,
17,South Marilyn Ann Drive,5588939,9,8,1,"LINESTRING (-111.9508831 33.4098871, -111.9508844 33.4101966)",1,34.42,residential,6,40,,,bike;walk,
18,South Marilyn Ann Drive,5588939,5,4,1,"LINESTRING (-111.9508893 33.4110309, -111.9508931 33.4116325, -111.9508891 33.4116774, -111.9508797 33.4117263, -111.9508596 33.4117733, -111.9508295 33.4118142, -111.9507959 33.4118467, -111.9507547 33.4118831)",1,98.64,residential,6,40,,,bike;walk,
19,South Marilyn Ann Drive,5588943,12,13,1,"LINESTRING (-111.9493933 33.4131322, -111.9495659 33.4129837)",1,23.01,residential,6,40,,,bike;walk,
20,South Marilyn Ann Drive,5588943,13,14,1,"LINESTRING (-111.9495659 33.4129837, -111.9498299 33.412763)",1,34.68,residential,6,40,,,bike;walk,
21,South Marilyn Ann Drive,5588943,14,15,1,"LINESTRING (-111.9498299 33.412763, -111.9498821 33.4127195)",1,6.85,residential,6,40,,,bike;walk,
22,South Marilyn Ann Drive,5588943,14,13,1,"LINESTRING (-111.9498299 33.412763, -111.9495659 33.4129837)",1,34.68,residential,6,40,,,bike;walk,
23,South Marilyn Ann Drive,5588943,15,14,1,"LINESTRING (-111.9498821 33.4127195, -111.9498299 33.412763)",1,6.85,residential,6,40,,,bike;walk,
24,South Marilyn Ann Drive,5588943,13,12,1,"LINESTRING (-111.9495659 33.4129837, -111.9493933 33.4131322)",1,23.01,residential,6,40,,,bike;walk,
25,South Farmer Avenue,5590095,16,17,1,"LINESTRING (-111.9442963 33.410264, -111.9442959 33.4098926)",1,41.30,residential,6,40,1,,bike;walk,
26,South Farmer Avenue,5590095,17,18,1,"LINESTRING (-111.9442959 33.4098926, -111.9442956 33.4097688, -111.9442959 33.4095166, -111.9442946 33.4091443, -111.9442946 33.409073, -111.9442945 33.4087687, -111.9442952 33.4084887, -111.9442936 33.4084544, -111.9442889 33.408425, -111.9442766 33.4084023, -111.9442611 33.4083835, -111.9442462 33.4083709, -111.9442274 33.4083589, -111.9442059 33.40835, -111.9441794 33.4083439, -111.9441038 33.4083348, -111.9440694 33.4083262, -111.9440387 33.4083126, -111.9440135 33.4082963, -111.9439916 33.4082756, -111.9439742 33.4082548, -111.9439609 33.4082295, -111.9439524 33.408205, -111.9439501 33.4081815, -111.9439487 33.4081293, -111.943949 33.4074942, -111.9439489 33.4074615, -111.9439499 33.4073773)",1,297.93,residential,6,40,1,,bike;walk,
27,South Farmer Avenue,5590095,19,20,1,"LINESTRING (-111.944287 33.4145578, -111.9442878 33.4145311, -111.9442885 33.4144819, -111.9442932 33.4144534, -111.9443066 33.4144231, -111.944311 33.4143981, -111.9443115 33.4142442, -111.9443138 33.4139026)",1,73.14,residential,6,40,1,,bike;walk,
28,South Farmer Avenue,5590095,20,21,1,"LINESTRING (-111.9443138 33.4139026, -111.9443094 33.4131817)",1,80.16,residential,6,40,1,,bike;walk,
29,South Farmer Avenue,5590095,22,19,1,"LINESTRING (-111.9442875 33.4146337, -111.944287 33.4145578)",1,8.44,residential,6,40,1,,bike;walk,
30,South Farmer Avenue,5590095,21,23,1,"LINESTRING (-111.9443094 33.4131817, -111.9443088 33.4130312, -111.9443073 33.411888, -111.9443024 33.4110208)",1,240.28,residential,6,40,1,,bike;walk,
31,South Farmer Avenue,5590095,24,16,1,"LINESTRING (-111.9442992 33.4106384, -111.9442963 33.410264)",1,41.63,residential,6,40,1,,bike;walk,
32,South Farmer Avenue,5590095,23,24,1,"LINESTRING (-111.9443024 33.4110208, -111.9443008 33.4108613, -111.9442992 33.4106384)",1,42.52,residential,6,40,1,,bike;walk,
33,South Farmer Avenue,5590095,17,16,1,"LINESTRING (-111.9442959 33.4098926, -111.9442963 33.410264)",1,41.30,residential,6,40,1,,bike;walk,
34,South Farmer Avenue,5590095,19,22,1,"LINESTRING (-111.944287 33.4145578, -111.9442875 33.4146337)",1,8.44,residential,6,40,1,,bike;walk,
35,South Farmer Avenue,5590095,18,17,1,"LINESTRING (-111.9439499 33.4073773, -111.9439489 33.4074615, -111.943949 33.4074942, -111.9439487 33.4081293, -111.9439501 33.4081815, -111.9439524 33.408205, -111.9439609 33.4082295, -111.9439742 33.4082548, -111.9439916 33.4082756, -111.9440135 33.4082963, -111.9440387 33.4083126, -111.9440694 33.4083262, -111.9441038 33.4083348, -111.9441794 33.4083439, -111.9442059 33.40835, -111.9442274 33.4083589, -111.9442462 33.4083709, -111.9442611 33.4083835, -111.9442766 33.4084023, -111.9442889 33.408425, -111.9442936 33.4084544, -111.9442952 33.4084887, -111.9442945 33.4087687, -111.9442946 33.409073, -111.9442946 33.4091443, -111.9442959 33.4095166, -111.9442956 33.4097688, -111.9442959 33.4098926)",1,297.93,residential,6,40,1,,bike;walk,
36,South Farmer Avenue,5590095,20,19,1,"LINESTRING (-111.9443138 33.4139026, -111.9443115 33.4142442, -111.944311 33.4143981, -111.9443066 33.4144231, -111.9442932 33.4144534, -111.9442885 33.4144819, -111.9442878 33.4145311, -111.944287 33.4145578)",1,73.14,residential,6,40,1,,bike;walk,
37,South Farmer Avenue,5590095,21,20,1,"LINESTRING (-111.9443094 33.4131817, -111.9443138 33.4139026)",1,80.16,residential,6,40,1,,bike;walk,
38,South Farmer Avenue,5590095,23,21,1,"LINESTRING (-111.9443024 33.4110208, -111.9443073 33.411888, -111.9443088 33.4130312, -111.9443094 33.4131817)",1,240.28,residential,6,40,1,,bike;walk,
39,South Farmer Avenue,5590095,24,23,1,"LINESTRING (-111.9442992 33.4106384, -111.9443008 33.4108613, -111.9443024 33.4110208)",1,42.52,residential,6,40,1,,bike;walk,
40,South Farmer Avenue,5590095,16,24,1,"LINESTRING (-111.9442963 33.410264, -111.9442992 33.4106384)",1,41.63,residential,6,40,1,,bike;walk,
41,South Maple Avenue,5591429,25,26,1,"LINESTRING (-111.9412509 33.4215015, -111.9412471 33.421325)",1,19.63,residential,6,40,,,bike;walk,
42,South Maple Avenue,5591429,26,27,1,"LINESTRING (-111.9412471 33.421325, -111.9412463 33.4212878)",1,4.14,residential,6,40,,,bike;walk,
43,South Maple Avenue,5591429,28,29,1,"LINESTRING (-111.9412564 33.421888, -111.941256 33.4218156)",1,8.05,residential,6,40,,,bike;walk,
44,South Maple Avenue,5591429,30,31,1,"LINESTRING (-111.9412451 33.4212295, -111.941244 33.4211892)",1,4.48,residential,6,40,,,bike;walk,
45,South Maple Avenue,5591429,27,30,1,"LINESTRING (-111.9412463 33.4212878, -111.9412451 33.4212295)",1,6.48,residential,6,40,,,bike;walk,
46,South Maple Avenue,5591429,31,32,1,"LINESTRING (-111.941244 33.4211892, -111.941231 33.4205714, -111.9412295 33.4205376)",1,72.47,residential,6,40,,,bike;walk,
47,South Maple Avenue,5591429,32,33,1,"LINESTRING (-111.9412295 33.4205376, -111.9412299 33.4205242)",1,1.49,residential,6,40,,,bike;walk,
48,South Maple Avenue,5591429,34,25,1,"LINESTRING (-111.9412512 33.4215187, -111.9412509 33.4215015)",1,1.91,residential,6,40,,,bike;walk,
49,South Maple Avenue,5591429,29,34,1,"LINESTRING (-111.941256 33.4218156, -111.9412565 33.4217954, -111.9412512 33.4215187)",1,33.02,residential,6,40,,,bike;walk,
50,South Maple Avenue,5591429,31,30,1,"LINESTRING (-111.941244 33.4211892, -111.9412451 33.4212295)",1,4.48,residential,6,40,,,bike;walk,
51,South Maple Avenue,5591429,26,25,1,"LINESTRING (-111.9412471 33.421325, -111.9412509 33.4215015)",1,19.63,residential,6,40,,,bike;walk,
52,South Maple Avenue,5591429,30,27,1,"LINESTRING (-111.9412451 33.4212295, -111.9412463 33.4212878)",1,6.48,residential,6,40,,,bike;walk,
53,South Maple Avenue,5591429,33,32,1,"LINESTRING (-111.9412299 33.4205242, -111.9412295 33.4205376)",1,1.49,residential,6,40,,,bike;walk,
54,South Maple Avenue,5591429,27,26,1,"LINESTRING (-111.9412463 33.4212878, -111.9412471 33.421325)",1,4.14,residential,6,40,,,bike;walk,
55,South Maple Avenue,5591429,34,29,1,"LINESTRING (-111.9412512 33.4215187, -111.9412565 33.4217954, -111.941256 33.4218156)",1,33.02,residential,6,40,,,bike;walk,
56,South Maple Avenue,5591429,32,31,1,"LINESTRING (-111.9412295 33.4205376, -111.941231 33.4205714, -111.941244 33.4211892)",1,72.47,residential,6,40,,,bike;walk,
57,South Maple Avenue,5591429,29,28,1,"LINESTRING (-111.941256 33.4218156, -111.9412564 33.421888)",1,8.05,residential,6,40,,,bike;walk,
58,South Maple Avenue,5591429,25,34,1,"LINESTRING (-111.9412509 33.4215015, -111.9412512 33.4215187)",1,1.91,residential,6,40,,,bike;walk,
59,East Vista del Cerro Drive,5592991,35,36,1,"LINESTRING (-111.9360637 33.4099438, -111.9360118 33.4095058)",1,48.94,residential,6,40,,,bike;walk,
60,East Vista del Cerro Drive,5592991,37,38,1,"LINESTRING (-111.9392768 33.408668, -111.9391792 33.4091143)",1,50.45,residential,6,40,,,bike;walk,
61,East Vista del Cerro Drive,5592991,38,35,1,"LINESTRING (-111.9391792 33.4091143, -111.9391711 33.4091754, -111.9390931 33.4101435, -111.9390073 33.4102725, -111.9388614 33.4103441, -111.9376168 33.4103728, -111.9364495 33.4103513, -111.9362693 33.4103226, -111.9361406 33.4102295, -111.9360805 33.4100862, -111.9360637 33.4099438)",1,436.41,residential,6,40,,,bike;walk,
62,East Vista del Cerro Drive,5592991,36,35,1,"LINESTRING (-111.9360118 33.4095058, -111.9360637 33.4099438)",1,48.94,residential,6,40,,,bike;walk,
63,East Vista del Cerro Drive,5592991,35,38,1,"LINESTRING (-111.9360637 33.4099438, -111.9360805 33.4100862, -111.9361406 33.4102295, -111.9362693 33.4103226, -111.9364495 33.4103513, -111.9376168 33.4103728, -111.9388614 33.4103441, -111.9390073 33.4102725, -111.9390931 33.4101435, -111.9391711 33.4091754, -111.9391792 33.4091143)",1,436.41,residential,6,40,,,bike;walk,
64,East Vista del Cerro Drive,5592991,38,37,1,"LINESTRING (-111.9391792 33.4091143, -111.9392768 33.408668)",1,50.45,residential,6,40,,,bike;walk,
65,East Vista del Cerro Drive,5592994,39,40,1,"LINESTRING (-111.9296969 33.4104461, -111.9265223 33.4104547)",1,294.67,residential,6,40,,,bike;walk,
66,East Vista del Cerro Drive,5592994,41,39,1,"LINESTRING (-111.9301254 33.4104444, -111.9296969 33.4104461)",1,39.77,residential,6,40,,,bike;walk,
67,East Vista del Cerro Drive,5592994,40,39,1,"LINESTRING (-111.9265223 33.4104547, -111.9296969 33.4104461)",1,294.67,residential,6,40,,,bike;walk,
68,East Vista del Cerro Drive,5592994,39,41,1,"LINESTRING (-111.9296969 33.4104461, -111.9301254 33.4104444)",1,39.77,residential,6,40,,,bike;walk,
69,East Jen Tilly Lane,5593228,42,43,1,"LINESTRING (-111.9242764 33.4118974, -111.9237971 33.4118946)",1,44.49,residential,6,40,,,bike;walk,
70,East Jen Tilly Lane,5593228,43,44,1,"LINESTRING (-111.9237971 33.4118946, -111.9236321 33.4118936, -111.923315 33.4118918)",1,44.75,residential,6,40,,,bike;walk,
71,East Jen Tilly Lane,5593228,44,45,1,"LINESTRING (-111.923315 33.4118918, -111.9232523 33.4118914)",1,5.82,residential,6,40,,,bike;walk,
72,East Jen Tilly Lane,5593228,43,42,1,"LINESTRING (-111.9237971 33.4118946, -111.9242764 33.4118974)",1,44.49,residential,6,40,,,bike;walk,
73,East Jen Tilly Lane,5593228,44,43,1,"LINESTRING (-111.923315 33.4118918, -111.9236321 33.4118936, -111.9237971 33.4118946)",1,44.75,residential,6,40,,,bike;walk,
74,East Jen Tilly Lane,5593228,45,44,1,"LINESTRING (-111.9232523 33.4118914, -111.923315 33.4118918)",1,5.82,residential,6,40,,,bike;walk,
75,South Ash Avenue,5594960,46,47,1,"LINESTRING (-111.9423652 33.4191054, -111.9423603 33.4191344, -111.9423658 33.4196106)",1,56.21,residential,6,40,1,,bike;walk,
76,South Ash Avenue,5594960,48,46,1,"LINESTRING (-111.9423945 33.4190482, -111.9423684 33.4190899, -111.9423652 33.4191054)",1,6.98,residential,6,40,1,,bike;walk,
77,South Ash Avenue,5594960,47,49,1,"LINESTRING (-111.9423658 33.4196106, -111.942368 33.4197262, -111.9423711 33.4201216)",1,56.82,residential,6,40,1,,bike;walk,
78,South Ash Avenue,5594960,50,48,1,"LINESTRING (-111.9424417 33.4189898, -111.9424268 33.4190138, -111.9423945 33.4190482)",1,7.87,residential,6,40,1,,bike;walk,
79,South Ash Avenue,5594960,51,50,1,"LINESTRING (-111.9424547 33.4186471, -111.9424582 33.4189409, -111.9424489 33.4189802, -111.9424417 33.4189898)",1,38.38,residential,6,40,1,,bike;walk,
80,South Ash Avenue,5594960,52,53,1,"LINESTRING (-111.9423761 33.4204117, -111.9423771 33.4204294)",1,1.97,residential,6,40,1,,bike;walk,
81,South Ash Avenue,5594960,54,51,1,"LINESTRING (-111.9424528 33.4184029, -111.9424547 33.4186471)",1,27.15,residential,6,40,1,,bike;walk,
82,South Ash Avenue,5594960,55,54,1,"LINESTRING (-111.9424524 33.4177004, -111.9424519 33.4183184, -111.9424528 33.4184029)",1,78.11,residential,6,40,1,,bike;walk,
83,South Ash Avenue,5594960,56,57,1,"LINESTRING (-111.94234 33.4136148, -111.942349 33.4142597, -111.9423597 33.4144744, -111.9423715 33.4146191, -111.9423741 33.4146514)",1,115.34,residential,6,40,1,,bike;walk,
84,South Ash Avenue,5594960,57,58,1,"LINESTRING (-111.9423741 33.4146514, -111.9423885 33.4146873, -111.9424188 33.4147283)",1,9.57,residential,6,40,1,,bike;walk,
85,South Ash Avenue,5594960,58,59,1,"LINESTRING (-111.9424188 33.4147283, -111.9424388 33.4147724, -111.9424408 33.4147981)",1,8.11,residential,6,40,1,,bike;walk,
86,South Ash Avenue,5594960,59,60,1,"LINESTRING (-111.9424408 33.4147981, -111.9424462 33.414825, -111.9424463 33.4148329, -111.9424521 33.4157344, -111.9424522 33.4157881)",1,110.13,residential,6,40,1,,bike;walk,
87,South Ash Avenue,5594960,60,61,1,"LINESTRING (-111.9424522 33.4157881, -111.9424525 33.4159781)",1,21.13,residential,6,40,1,,bike;walk,
88,South Ash Avenue,5594960,61,62,1,"LINESTRING (-111.9424525 33.4159781, -111.9424526 33.4160145, -111.9424528 33.4161632)",1,20.58,residential,6,40,1,,bike;walk,
89,South Ash Avenue,5594960,62,63,1,"LINESTRING (-111.9424528 33.4161632, -111.9424528 33.4161904)",1,3.02,residential,6,40,1,,bike;walk,
90,South Ash Avenue,5594960,63,64,1,"LINESTRING (-111.9424528 33.4161904, -111.9424497 33.4169032)",1,79.26,residential,6,40,1,,bike;walk,
91,South Ash Avenue,5594960,64,65,1,"LINESTRING (-111.9424497 33.4169032, -111.9424492 33.4170136, -111.9424525 33.4176183)",1,79.52,residential,6,40,1,,bike;walk,
92,South Ash Avenue,5594960,65,55,1,"LINESTRING (-111.9424525 33.4176183, -111.9424524 33.4177004)",1,9.13,residential,6,40,1,,bike;walk,
93,South Ash Avenue,5594960,49,52,1,"LINESTRING (-111.9423711 33.4201216, -111.9423761 33.4204117)",1,32.26,residential,6,40,1,,bike;walk,
94,South Ash Avenue,5594960,60,59,1,"LINESTRING (-111.9424522 33.4157881, -111.9424521 33.4157344, -111.9424463 33.4148329, -111.9424462 33.414825, -111.9424408 33.4147981)",1,110.13,residential,6,40,1,,bike;walk,
95,South Ash Avenue,5594960,59,58,1,"LINESTRING (-111.9424408 33.4147981, -111.9424388 33.4147724, -111.9424188 33.4147283)",1,8.11,residential,6,40,1,,bike;walk,
96,South Ash Avenue,5594960,57,56,1,"LINESTRING (-111.9423741 33.4146514, -111.9423715 33.4146191, -111.9423597 33.4144744, -111.942349 33.4142597, -111.94234 33.4136148)",1,115.34,residential,6,40,1,,bike;walk,
97,South Ash Avenue,5594960,54,55,1,"LINESTRING (-111.9424528 33.4184029, -111.9424519 33.4183184, -111.9424524 33.4177004)",1,78.11,residential,6,40,1,,bike;walk,
98,South Ash Avenue,5594960,53,52,1,"LINESTRING (-111.9423771 33.4204294, -111.9423761 33.4204117)",1,1.97,residential,6,40,1,,bike;walk,
99,South Ash Avenue,5594960,51,54,1,"LINESTRING (-111.9424547 33.4186471, -111.9424528 33.4184029)",1,27.15,residential,6,40,1,,bike;walk,
100,South Ash Avenue,5594960,50,51,1,"LINESTRING (-111.9424417 33.4189898, -111.9424489 33.4189802, -111.9424582 33.4189409, -111.9424547 33.4186471)",1,38.38,residential,6,40,1,,bike;walk,
101,South Ash Avenue,5594960,48,50,1,"LINESTRING (-111.9423945 33.4190482, -111.9424268 33.4190138, -111.9424417 33.4189898)",1,7.87,residential,6,40,1,,bike;walk,
102,South Ash Avenue,5594960,46,48,1,"LINESTRING (-111.9423652 33.4191054, -111.9423684 33.4190899, -111.9423945 33.4190482)",1,6.98,residential,6,40,1,,bike;walk,
103,South Ash Avenue,5594960,47,46,1,"LINESTRING (-111.9423658 33.4196106, -111.9423603 33.4191344, -111.9423652 33.4191054)",1,56.21,residential,6,40,1,,bike;walk,
104,South Ash Avenue,5594960,49,47,1,"LINESTRING (-111.9423711 33.4201216, -111.942368 33.4197262, -111.9423658 33.4196106)",1,56.82,residential,6,40,1,,bike;walk,
105,South Ash Avenue,5594960,58,57,1,"LINESTRING (-111.9424188 33.4147283, -111.9423885 33.4146873, -111.9423741 33.4146514)",1,9.57,residential,6,40,1,,bike;walk,
106,South Ash Avenue,5594960,52,49,1,"LINESTRING (-111.9423761 33.4204117, -111.9423711 33.4201216)",1,32.26,residential,6,40,1,,bike;walk,
107,South Ash Avenue,5594960,64,63,1,"LINESTRING (-111.9424497 33.4169032, -111.9424528 33.4161904)",1,79.26,residential,6,40,1,,bike;walk,
108,South Ash Avenue,5594960,65,64,1,"LINESTRING (-111.9424525 33.4176183, -111.9424492 33.4170136, -111.9424497 33.4169032)",1,79.52,residential,6,40,1,,bike;walk,
109,South Ash Avenue,5594960,55,65,1,"LINESTRING (-111.9424524 33.4177004, -111.9424525 33.4176183)",1,9.13,residential,6,40,1,,bike;walk,
110,South Ash Avenue,5594960,63,62,1,"LINESTRING (-111.9424528 33.4161904, -111.9424528 33.4161632)",1,3.02,residential,6,40,1,,bike;walk,
111,South Ash Avenue,5594960,62,61,1,"LINESTRING (-111.9424528 33.4161632, -111.9424526 33.4160145, -111.9424525 33.4159781)",1,20.58,residential,6,40,1,,bike;walk,
112,South Ash Avenue,5594960,61,60,1,"LINESTRING (-111.9424525 33.4159781, -111.9424522 33.4157881)",1,21.13,residential,6,40,1,,bike;walk,
113,South Judd Street,5595357,66,67,1,"LINESTRING (-111.9485652 33.415209, -111.9485652 33.4147719, -111.948565 33.4147343, -111.948561 33.4146996, -111.9485512 33.4146688, -111.9485399 33.4146444)",1,63.11,residential,6,40,,,bike;walk,
114,South Judd Street,5595357,68,69,1,"LINESTRING (-111.9485776 33.4179322, -111.9485765 33.417801)",1,14.59,residential,6,40,,,bike;walk,
115,South Judd Street,5595357,70,71,1,"LINESTRING (-111.9485645 33.416462, -111.9485666 33.4161361)",1,36.24,residential,6,40,,,bike;walk,
116,South Judd Street,5595357,72,73,1,"LINESTRING (-111.9485775 33.4185955, -111.9485785 33.4182522)",1,38.17,residential,6,40,,,bike;walk,
117,South Judd Street,5595357,74,70,1,"LINESTRING (-111.9485674 33.4167824, -111.9485645 33.416462)",1,35.63,residential,6,40,,,bike;walk,
118,South Judd Street,5595357,73,68,1,"LINESTRING (-111.9485785 33.4182522, -111.9485776 33.4179322)",1,35.58,residential,6,40,,,bike;walk,
119,South Judd Street,5595357,75,76,1,"LINESTRING (-111.9485672 33.4160819, -111.9485668 33.4160258)",1,6.24,residential,6,40,,,bike;walk,
120,South Judd Street,5595357,77,72,1,"LINESTRING (-111.9485796 33.4186498, -111.9485775 33.4185955)",1,6.04,residential,6,40,,,bike;walk,
121,South Judd Street,5595357,78,74,1,"LINESTRING (-111.9485685 33.4168387, -111.9485674 33.4167824)",1,6.26,residential,6,40,,,bike;walk,
122,South Judd Street,5595357,71,75,1,"LINESTRING (-111.9485666 33.4161361, -111.9485672 33.4160819)",1,6.03,residential,6,40,,,bike;walk,
123,South Judd Street,5595357,79,78,1,"LINESTRING (-111.9485685 33.4168899, -111.9485685 33.4168387)",1,5.69,residential,6,40,,,bike;walk,
124,South Judd Street,5595357,76,80,1,"LINESTRING (-111.9485668 33.4160258, -111.9485652 33.4155611)",1,51.67,residential,6,40,,,bike;walk,
125,South Judd Street,5595357,81,79,1,"LINESTRING (-111.9485737 33.4173198, -111.9485685 33.4168899)",1,47.81,residential,6,40,,,bike;walk,
126,South Judd Street,5595357,80,66,1,"LINESTRING (-111.9485652 33.4155611, -111.9485652 33.415209)",1,39.15,residential,6,40,,,bike;walk,
127,South Judd Street,5595357,67,82,1,"LINESTRING (-111.9485399 33.4146444, -111.9485063 33.4145698)",1,8.86,residential,6,40,,,bike;walk,
128,South Judd Street,5595357,69,81,1,"LINESTRING (-111.9485765 33.417801, -111.9485737 33.4173198)",1,53.51,residential,6,40,,,bike;walk,
129,South Judd Street,5595357,72,77,1,"LINESTRING (-111.9485775 33.4185955, -111.9485796 33.4186498)",1,6.04,residential,6,40,,,bike;walk,
130,South Judd Street,5595357,71,70,1,"LINESTRING (-111.9485666 33.4161361, -111.9485645 33.416462)",1,36.24,residential,6,40,,,bike;walk,
131,South Judd Street,5595357,79,81,1,"LINESTRING (-111.9485685 33.4168899, -111.9485737 33.4173198)",1,47.81,residential,6,40,,,bike;walk,
132,South Judd Street,5595357,69,68,1,"LINESTRING (-111.9485765 33.417801, -111.9485776 33.4179322)",1,14.59,residential,6,40,,,bike;walk,
133,South Judd Street,5595357,70,74,1,"LINESTRING (-111.9485645 33.416462, -111.9485674 33.4167824)",1,35.63,residential,6,40,,,bike;walk,
134,South Judd Street,5595357,74,78,1,"LINESTRING (-111.9485674 33.4167824, -111.9485685 33.4168387)",1,6.26,residential,6,40,,,bike;walk,
135,South Judd Street,5595357,78,79,1,"LINESTRING (-111.9485685 33.4168387, -111.9485685 33.4168899)",1,5.69,residential,6,40,,,bike;walk,
136,South Judd Street,5595357,80,76,1,"LINESTRING (-111.9485652 33.4155611, -111.9485668 33.4160258)",1,51.67,residential,6,40,,,bike;walk,
137,South Judd Street,5595357,76,75,1,"LINESTRING (-111.9485668 33.4160258, -111.9485672 33.4160819)",1,6.24,residential,6,40,,,bike;walk,
138,South Judd Street,5595357,81,69,1,"LINESTRING (-111.9485737 33.4173198, -111.9485765 33.417801)",1,53.51,residential,6,40,,,bike;walk,
139,South Judd Street,5595357,68,73,1,"LINESTRING (-111.9485776 33.4179322, -111.9485785 33.4182522)",1,35.58,residential,6,40,,,bike;walk,
140,South Judd Street,5595357,67,66,1,"LINESTRING (-111.9485399 33.4146444, -111.9485512 33.4146688, -111.948561 33.4146996, -111.948565 33.4147343, -111.9485652 33.4147719, -111.9485652 33.415209)",1,63.11,residential,6,40,,,bike;walk,
141,South Judd Street,5595357,66,80,1,"LINESTRING (-111.9485652 33.415209, -111.9485652 33.4155611)",1,39.15,residential,6,40,,,bike;walk,
142,South Judd Street,5595357,75,71,1,"LINESTRING (-111.9485672 33.4160819, -111.9485666 33.4161361)",1,6.03,residential,6,40,,,bike;walk,
143,South Judd Street,5595357,82,67,1,"LINESTRING (-111.9485063 33.4145698, -111.9485399 33.4146444)",1,8.86,residential,6,40,,,bike;walk,
144,South Judd Street,5595357,73,72,1,"LINESTRING (-111.9485785 33.4182522, -111.9485775 33.4185955)",1,38.17,residential,6,40,,,bike;walk,
145,West 14th Street,5598295,83,84,1,"LINESTRING (-111.9457982 33.4139106, -111.94787 33.4139171)",1,192.30,residential,6,40,,,bike;walk,
146,West 14th Street,5598295,20,85,1,"LINESTRING (-111.9443138 33.4139026, -111.9447391 33.413904)",1,39.47,residential,6,40,,,bike;walk,
147,West 14th Street,5598295,85,83,1,"LINESTRING (-111.9447391 33.413904, -111.9457982 33.4139106)",1,98.30,residential,6,40,,,bike;walk,
148,West 14th Street,5598295,84,83,1,"LINESTRING (-111.94787 33.4139171, -111.9457982 33.4139106)",1,192.30,residential,6,40,,,bike;walk,
149,West 14th Street,5598295,83,85,1,"LINESTRING (-111.9457982 33.4139106, -111.9447391 33.413904)",1,98.30,residential,6,40,,,bike;walk,
150,West 14th Street,5598295,85,20,1,"LINESTRING (-111.9447391 33.413904, -111.9443138 33.4139026)",1,39.47,residential,6,40,,,bike;walk,
151,West 14th Street,5598296,86,1,1,"LINESTRING (-111.9521075 33.4138267, -111.9514312 33.4138249)",1,62.77,service,8,,,,bike;walk,
152,West 14th Street,5598296,87,86,1,"LINESTRING (-111.952184 33.4138269, -111.9521075 33.4138267)",1,7.10,service,8,,,,bike;walk,
153,West 14th Street,5598296,1,88,1,"LINESTRING (-111.9514312 33.4138249, -111.9505394 33.4138225)",1,82.77,service,8,,,,bike;walk,
